exact_duplicate_rows_total,duplicate_rows_including_label_and_attack_type,exact_duplicate_feature_vectors_total,duplicate_rows_excluding_label,cross_label_exact_duplicate_count,train_test_exact_feature_overlap_count,train_test_exact_feature_overlap_rate,train_test_rounded_overlap_count,train_test_rounded_overlap_rate,interpretation
0,0,0,0,0,0,0.0,0,0.0,diagnostic only; not proof that all near-duplicate leakage is absent
