precision,recall,threshold
0.7195121951219512,1.0,0.02669473604787888
0.7200287150035893,1.0,0.026978157684385527
0.7205459770114943,1.0,0.027072503489704913
0.7210639827462257,1.0,0.027191696453846163
0.7215827338129497,1.0,0.027326441831363516
0.7221022318214543,1.0,0.027623569080922155
0.7226224783861671,1.0,0.027635813405070604
0.7231434751261716,1.0,0.027679863699078763
0.7236652236652237,1.0,0.028367567981441143
0.7241877256317689,1.0,0.02876629245926049
0.7247109826589595,1.0,0.029152636696263695
0.725234996384671,1.0,0.029361014026604307
0.7257597684515196,1.0,0.02937131863494745
0.7262853005068791,1.0,0.029499497105263013
0.7268115942028985,1.0,0.02958857807451286
0.7273386511965192,1.0,0.029830893749831385
0.727866473149492,1.0,0.029880929499390915
0.7283950617283951,1.0,0.029907994431864655
0.7289244186046512,1.0,0.03044262358211483
0.7294545454545455,1.0,0.03062898661565448
0.7299854439592431,1.0,0.030944720682494667
0.7305171158048069,1.0,0.031228785194134835
0.7310495626822158,1.0,0.03125700394489714
0.7315827862873815,1.0,0.03159383931061328
0.7321167883211679,1.0,0.031650122790160176
0.7326515704894083,1.0,0.031953768521782555
0.7331871345029239,1.0,0.03245707886043559
0.733723482077542,1.0,0.032818622923480485
0.7342606149341142,1.0,0.03306986895589734
0.7347985347985349,1.0,0.03318199484086172
0.7353372434017595,1.0,0.03325405459154588
0.7358767424798239,1.0,0.03329683673304748
0.7364170337738619,1.0,0.033815240821086105
0.7369581190301249,1.0,0.033975165972670106
0.7375,1.0,0.03402801197692897
0.7380426784400295,1.0,0.034151700574143046
0.7385861561119293,1.0,0.03429839560336187
0.7391304347826086,1.0,0.03445801537841802
0.7396755162241888,1.0,0.03469612442328206
0.7402214022140221,1.0,0.03505208788105734
0.7407680945347119,1.0,0.035075376257126735
0.7413155949741316,1.0,0.035207942116152656
0.7418639053254438,1.0,0.035824979666914274
0.7424130273871207,1.0,0.036042399653710054
0.7429629629629629,1.0,0.03604729969557822
0.7435137138621201,1.0,0.03608130649202424
0.7440652818991098,1.0,0.03628818253897554
0.7446176688938382,1.0,0.036314421821619425
0.7451708766716196,1.0,0.03654575837788325
0.745724907063197,1.0,0.036589852201554945
0.7462797619047619,1.0,0.036674190387117556
0.7468354430379747,1.0,0.03674965084465026
0.7473919523099851,1.0,0.03698824141920774
0.7479492915734527,1.0,0.03707916146742953
0.7485074626865672,1.0,0.03749341247876691
0.7490664675130695,1.0,0.03759947275405004
0.749626307922272,1.0,0.03783025907937444
0.75018698578908,1.0,0.039238453537376976
0.750748502994012,1.0,0.03930489365151904
0.751310861423221,1.0,0.03938797218117174
0.7518740629685158,1.0,0.03945884485700743
0.7524381095273819,1.0,0.03956750118967335
0.753003003003003,1.0,0.03973134511932125
0.7535687453042825,1.0,0.04028212717786998
0.7541353383458647,1.0,0.04057047313274785
0.7547027840481565,1.0,0.041705471122754016
0.7552710843373494,1.0,0.04204285617641039
0.7558402411454408,1.0,0.04290220613048642
0.7564102564102564,1.0,0.04301349899431885
0.7569811320754717,1.0,0.04316282396935364
0.7575528700906344,1.0,0.043179501752368
0.7581254724111867,1.0,0.04335234526988233
0.7586989409984871,1.0,0.04356441723991901
0.7592732778198334,1.0,0.04402382023459938
0.7598484848484849,1.0,0.04404681890086345
0.7604245640636846,1.0,0.0450128159115979
0.7610015174506829,1.0,0.04525977013052748
0.7615793470007594,1.0,0.045490277707914535
0.7621580547112462,1.0,0.04569398623922903
0.7627376425855513,1.0,0.045977604190294306
0.7633181126331812,1.0,0.04620281803674147
0.763899466869764,1.0,0.047415148673636526
0.7644817073170732,1.0,0.04797817900220157
0.7650648360030511,1.0,0.04837616549554306
0.7656488549618321,1.0,0.04917764774297217
0.7662337662337663,1.0,0.050214324443916096
0.7668195718654435,1.0,0.0502280681559201
0.7674062739097169,1.0,0.05081783697347634
0.7679938744257274,1.0,0.051524539346366915
0.7685823754789272,1.0,0.05161927664097348
0.7691717791411042,1.0,0.05210365926896729
0.7697620874904068,1.0,0.05391246935365888
0.7703533026113671,1.0,0.054327468423945244
0.7709454265949269,1.0,0.054443608676177445
0.7715384615384615,1.0,0.05445183975197658
0.7721324095458044,1.0,0.05465413835474115
0.7727272727272727,1.0,0.05473970644052822
0.7733230531996916,1.0,0.054809868633368695
0.7739197530864198,1.0,0.05498272871315868
0.7745173745173746,1.0,0.055440278009291764
0.7751159196290572,1.0,0.0555859388811506
0.7757153905645785,1.0,0.05606909459641634
0.7763157894736842,1.0,0.056598163372191874
0.7769171185127808,1.0,0.05674257263805327
0.7775193798449612,1.0,0.05798632634926943
0.7781225756400311,1.0,0.05844339030273237
0.7787267080745341,1.0,0.058586756528650245
0.7793317793317793,1.0,0.05921438668444915
0.7799377916018663,1.0,0.05978449753334596
0.7805447470817121,1.0,0.060317999320125076
0.7811526479750779,1.0,0.06068757944199165
0.7817614964925955,1.0,0.06190267504467279
0.782371294851794,1.0,0.06220447446608471
0.7829820452771272,1.0,0.062313737378815195
0.78359375,1.0,0.06238708931894446
0.784206411258796,1.0,0.06389287117387096
0.7848200312989045,1.0,0.06486472202258285
0.7854346123727486,1.0,0.06489869707552243
0.7860501567398119,1.0,0.06536832387454186
0.7866666666666666,1.0,0.06544902070069947
0.7872841444270016,1.0,0.0656570599046655
0.7879025923016496,1.0,0.0662479434131945
0.7885220125786163,1.0,0.06645872303306896
0.7891424075531078,1.0,0.06648321394295134
0.789763779527559,1.0,0.06699772231367666
0.7903861308116628,1.0,0.06738967621038262
0.7910094637223974,1.0,0.06800314705969132
0.7916337805840569,1.0,0.06848180381615986
0.792259083728278,1.0,0.06882151262699486
0.7928853754940711,1.0,0.0704069776240688
0.7935126582278481,1.0,0.07078074217373671
0.7941409342834521,1.0,0.07081238120591038
0.794770206022187,1.0,0.0711786650240937
0.7954004758128469,1.0,0.07135580452033481
0.796031746031746,1.0,0.07138529282884683
0.7966640190627482,1.0,0.07157206696437649
0.7972972972972973,1.0,0.07309959599657356
